locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCGOOAAK_02146	CDS	762				hypothetical protein
PCGOOAAK_02147	CDS	927				hypothetical protein
PCGOOAAK_02148	CDS	915	rhaR_9			HTH-type transcriptional activator RhaR
PCGOOAAK_02149	CDS	1131	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
PCGOOAAK_02150	CDS	1608				hypothetical protein
PCGOOAAK_02151	CDS	2697				TonB-dependent receptor P3
PCGOOAAK_02152	CDS	1617	susD_2			Starch-binding protein SusD
PCGOOAAK_02153	CDS	603				hypothetical protein
PCGOOAAK_02154	CDS	1308			COG3039	IS5 family transposase ISBpl1
PCGOOAAK_02155	CDS	516				hypothetical protein
PCGOOAAK_02156	CDS	1173	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
PCGOOAAK_02157	CDS	471				hypothetical protein
PCGOOAAK_02158	CDS	783				IS21 family transposase ISGur9
PCGOOAAK_02159	CDS	1581				IS21 family transposase ISPpu7
PCGOOAAK_02160	CDS	624				hypothetical protein
PCGOOAAK_02161	CDS	540				hypothetical protein
PCGOOAAK_02162	CDS	426				hypothetical protein
PCGOOAAK_02163	CDS	123				hypothetical protein
PCGOOAAK_02164	CDS	486				hypothetical protein
PCGOOAAK_02165	CDS	798				IS3 family transposase ISBce15
PCGOOAAK_02166	CDS	429				hypothetical protein
PCGOOAAK_02167	CDS	648				hypothetical protein
PCGOOAAK_02168	CDS	483	ftnA_2	1.16.3.2		Bacterial non-heme ferritin
PCGOOAAK_02169	CDS	1050	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PCGOOAAK_02170	CDS	750	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
PCGOOAAK_02171	CDS	429				hypothetical protein
PCGOOAAK_02172	CDS	456				hypothetical protein
PCGOOAAK_02173	CDS	984	pfkA_3	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
PCGOOAAK_02174	CDS	2247	kefB_2			Glutathione-regulated potassium-efflux system protein KefB
PCGOOAAK_02175	CDS	2559	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
PCGOOAAK_02176	CDS	795				hypothetical protein
PCGOOAAK_02177	CDS	537	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
PCGOOAAK_02178	CDS	99				hypothetical protein
PCGOOAAK_02179	CDS	372				hypothetical protein
PCGOOAAK_02180	CDS	465				hypothetical protein
PCGOOAAK_02181	CDS	312				hypothetical protein
PCGOOAAK_02182	CDS	2007	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
PCGOOAAK_02183	CDS	1296				hypothetical protein
PCGOOAAK_02184	CDS	642				hypothetical protein
PCGOOAAK_02185	CDS	1401	alsT		COG1115	Amino-acid carrier protein AlsT
PCGOOAAK_02186	CDS	630				hypothetical protein
PCGOOAAK_02187	CDS	597				hypothetical protein
PCGOOAAK_02188	tRNA	75				tRNA-Trp(cca)
PCGOOAAK_02189	CDS	738				hypothetical protein
PCGOOAAK_02190	CDS	216				hypothetical protein
PCGOOAAK_02191	CDS	1020	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PCGOOAAK_02192	CDS	3708	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
PCGOOAAK_02193	CDS	189				hypothetical protein
PCGOOAAK_02194	CDS	105				hypothetical protein
PCGOOAAK_02195	CDS	99				hypothetical protein
PCGOOAAK_02196	CDS	1311	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
PCGOOAAK_02197	CDS	660				hypothetical protein
PCGOOAAK_02198	CDS	546				hypothetical protein
PCGOOAAK_02199	CDS	858	rmlD_1	1.1.1.133		dTDP-4-dehydrorhamnose reductase
PCGOOAAK_02200	CDS	1572	prfC		COG4108	Peptide chain release factor 3
PCGOOAAK_02201	CDS	375				hypothetical protein
PCGOOAAK_02202	CDS	1641				hypothetical protein
PCGOOAAK_02203	CDS	1053				hypothetical protein
PCGOOAAK_02204	CDS	1332	mdtK		COG0534	Multidrug resistance protein MdtK
PCGOOAAK_02205	CDS	663				hypothetical protein
PCGOOAAK_02206	CDS	543				hypothetical protein
PCGOOAAK_02207	CDS	849	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
PCGOOAAK_02208	CDS	1989				hypothetical protein
PCGOOAAK_02209	CDS	405				hypothetical protein
PCGOOAAK_02210	CDS	2211	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
PCGOOAAK_02211	CDS	1524				hypothetical protein
PCGOOAAK_02212	CDS	918				hypothetical protein
PCGOOAAK_02213	CDS	1026	bepF_2			Efflux pump periplasmic linker BepF
PCGOOAAK_02214	CDS	3090	mdtC_2			Multidrug resistance protein MdtC
PCGOOAAK_02215	CDS	1254				hypothetical protein
PCGOOAAK_02216	CDS	279				hypothetical protein
PCGOOAAK_02217	CDS	633	lysO_3		COG2431	Lysine exporter LysO
PCGOOAAK_02218	CDS	504	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
PCGOOAAK_02219	CDS	330				hypothetical protein
PCGOOAAK_02220	CDS	1080				hypothetical protein
PCGOOAAK_02221	CDS	1917	dnaK		COG0443	Chaperone protein DnaK
PCGOOAAK_02222	CDS	561				hypothetical protein
PCGOOAAK_02223	CDS	1257	xerC_10			Tyrosine recombinase XerC
PCGOOAAK_02224	CDS	480				hypothetical protein
PCGOOAAK_02225	CDS	1374				hypothetical protein
PCGOOAAK_02226	CDS	1020				hypothetical protein
PCGOOAAK_02227	CDS	375				hypothetical protein
PCGOOAAK_02228	CDS	1200				hypothetical protein
PCGOOAAK_02229	CDS	579				hypothetical protein
PCGOOAAK_02230	CDS	807	xerC_11			Tyrosine recombinase XerC
PCGOOAAK_02231	CDS	1428				hypothetical protein
PCGOOAAK_02232	CDS	1554				hypothetical protein
PCGOOAAK_02233	CDS	498				hypothetical protein
PCGOOAAK_02234	CDS	480				hypothetical protein
PCGOOAAK_02235	CDS	1017				hypothetical protein
PCGOOAAK_02236	CDS	1509		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
PCGOOAAK_02237	CDS	2316				hypothetical protein
PCGOOAAK_02238	CDS	207				hypothetical protein
PCGOOAAK_02239	CDS	744				hypothetical protein
PCGOOAAK_02240	CDS	834				hypothetical protein
PCGOOAAK_02241	CDS	576				hypothetical protein
PCGOOAAK_02242	CDS	1344	mepA_4		COG0534	Multidrug export protein MepA
PCGOOAAK_02243	CDS	1032	mdtA_5			Multidrug resistance protein MdtA
PCGOOAAK_02244	CDS	3042	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
PCGOOAAK_02245	CDS	1290				hypothetical protein
PCGOOAAK_02246	CDS	1062				hypothetical protein
PCGOOAAK_02247	CDS	783	btsR_3		COG3279	Transcriptional regulatory protein BtsR
PCGOOAAK_02248	CDS	1371	mepA_5			Multidrug export protein MepA
PCGOOAAK_02249	CDS	744		1.-.-.-	COG1028	putative oxidoreductase
PCGOOAAK_02250	CDS	4248				hypothetical protein
PCGOOAAK_02251	CDS	813				hypothetical protein
PCGOOAAK_02252	CDS	2541	copA	7.2.2.8		putative copper-importing P-type ATPase A
PCGOOAAK_02253	CDS	2277	kefB_3			Glutathione-regulated potassium-efflux system protein KefB
PCGOOAAK_02254	CDS	429	hslR		COG1188	Heat shock protein 15
PCGOOAAK_02255	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
PCGOOAAK_02256	CDS	597	rplY			50S ribosomal protein L25
PCGOOAAK_02257	CDS	375				hypothetical protein
PCGOOAAK_02258	CDS	927	nusB			Transcription antitermination protein NusB
PCGOOAAK_02259	CDS	309				hypothetical protein
PCGOOAAK_02260	CDS	1035				hypothetical protein
PCGOOAAK_02261	CDS	606	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
PCGOOAAK_02262	CDS	414				hypothetical protein
PCGOOAAK_02263	CDS	510	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
PCGOOAAK_02264	CDS	1041	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PCGOOAAK_02265	CDS	747	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
PCGOOAAK_02266	CDS	2019	cobQ			Cobyric acid synthase
PCGOOAAK_02267	CDS	1011	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
PCGOOAAK_02268	CDS	924	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
PCGOOAAK_02269	CDS	2283				hypothetical protein
PCGOOAAK_02270	CDS	2217				hypothetical protein
PCGOOAAK_02271	CDS	1854				hypothetical protein
PCGOOAAK_02272	CDS	1713	atsA_3	3.1.6.1	COG3119	Arylsulfatase
PCGOOAAK_02273	CDS	909				hypothetical protein
PCGOOAAK_02274	CDS	1260	mexA			Multidrug resistance protein MexA
PCGOOAAK_02275	CDS	3192	bepE_4			Efflux pump membrane transporter BepE
PCGOOAAK_02276	CDS	1368	oprM_4		COG1538	Outer membrane protein OprM
PCGOOAAK_02277	CDS	660				hypothetical protein
PCGOOAAK_02278	CDS	153				hypothetical protein
PCGOOAAK_02279	CDS	954				hypothetical protein
PCGOOAAK_02280	CDS	429				hypothetical protein
PCGOOAAK_02281	CDS	1188				hypothetical protein
PCGOOAAK_02282	CDS	1599	pepDA	3.4.-.-	COG4690	Dipeptidase A
PCGOOAAK_02283	CDS	1575	rng	3.1.26.-	COG1530	Ribonuclease G
PCGOOAAK_02284	CDS	276			COG0776	DNA-binding protein HU
PCGOOAAK_02285	CDS	1065	mutY	3.2.2.31		Adenine DNA glycosylase
PCGOOAAK_02286	CDS	426	ssb		COG0629	Single-stranded DNA-binding protein
PCGOOAAK_02287	CDS	1362				hypothetical protein
PCGOOAAK_02288	CDS	663				hypothetical protein
PCGOOAAK_02289	CDS	2997				hypothetical protein
PCGOOAAK_02290	CDS	1557	dtpB		COG3104	Dipeptide and tripeptide permease B
PCGOOAAK_02291	CDS	1788	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
PCGOOAAK_02292	CDS	687	srrA		COG0745	Transcriptional regulatory protein SrrA
PCGOOAAK_02293	CDS	1050	ansA	3.5.1.1	COG0252	L-asparaginase 1
PCGOOAAK_02294	CDS	780	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
PCGOOAAK_02295	CDS	624	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
PCGOOAAK_02296	CDS	789	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
PCGOOAAK_02297	CDS	996	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
PCGOOAAK_02298	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
PCGOOAAK_02299	CDS	1401	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
PCGOOAAK_02300	CDS	1197	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
PCGOOAAK_02301	CDS	711				hypothetical protein
PCGOOAAK_02302	CDS	846				hypothetical protein
PCGOOAAK_02303	CDS	984				hypothetical protein
PCGOOAAK_02304	CDS	1200				hypothetical protein
PCGOOAAK_02305	CDS	582	tpx_2	1.11.1.15	COG2077	Thiol peroxidase
PCGOOAAK_02306	CDS	114				hypothetical protein
PCGOOAAK_02307	CDS	576				hypothetical protein
PCGOOAAK_02308	CDS	1455				hypothetical protein
PCGOOAAK_02309	CDS	1743				hypothetical protein
PCGOOAAK_02310	CDS	1086				hypothetical protein
PCGOOAAK_02311	CDS	1038				hypothetical protein
PCGOOAAK_02312	CDS	3312				hypothetical protein
PCGOOAAK_02313	CDS	951				hypothetical protein
PCGOOAAK_02314	CDS	1899				hypothetical protein
PCGOOAAK_02315	CDS	1548				hypothetical protein
PCGOOAAK_02316	tRNA	86				tRNA-Ser(tga)
PCGOOAAK_02317	CDS	459				hypothetical protein
PCGOOAAK_02318	CDS	384				hypothetical protein
PCGOOAAK_02319	CDS	519	sigW_3		COG1595	ECF RNA polymerase sigma factor SigW
PCGOOAAK_02320	CDS	915	rnz	3.1.26.11	COG1234	Ribonuclease Z
PCGOOAAK_02321	CDS	1494	scpC_2	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
PCGOOAAK_02322	CDS	1518	napF			Ferredoxin-type protein NapF
PCGOOAAK_02323	CDS	1374				hypothetical protein
PCGOOAAK_02324	CDS	447				hypothetical protein
PCGOOAAK_02325	CDS	501				hypothetical protein
PCGOOAAK_02326	CDS	180				hypothetical protein
PCGOOAAK_02327	CDS	237				hypothetical protein
PCGOOAAK_02328	CDS	762	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
PCGOOAAK_02329	CDS	1293				hypothetical protein
PCGOOAAK_02330	CDS	1158				hypothetical protein
PCGOOAAK_02331	CDS	780	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
PCGOOAAK_02332	CDS	666				hypothetical protein
PCGOOAAK_02333	CDS	444			COG2731	putative protein
PCGOOAAK_02334	CDS	2013	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
PCGOOAAK_02335	CDS	1152				hypothetical protein
PCGOOAAK_02336	CDS	2874	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
PCGOOAAK_02337	CDS	3228	recB	3.1.11.5		RecBCD enzyme subunit RecB
PCGOOAAK_02338	tRNA	75				tRNA-Arg(tct)
PCGOOAAK_02339	tRNA	75				tRNA-Arg(tct)
PCGOOAAK_02340	CDS	3087				TonB-dependent receptor P3
PCGOOAAK_02341	CDS	1611				hypothetical protein
PCGOOAAK_02342	CDS	1104				hypothetical protein
PCGOOAAK_02343	CDS	1179				hypothetical protein
PCGOOAAK_02344	CDS	1011				hypothetical protein
PCGOOAAK_02345	CDS	1146				hypothetical protein
PCGOOAAK_02346	CDS	3228	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
PCGOOAAK_02347	CDS	1077	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
PCGOOAAK_02348	CDS	1062				hypothetical protein
PCGOOAAK_02349	tRNA	75				tRNA-Thr(cgt)
PCGOOAAK_02350	CDS	627				IS3 family transposase ISPg5
PCGOOAAK_02351	CDS	357				hypothetical protein
PCGOOAAK_02352	CDS	3657				hypothetical protein
PCGOOAAK_02353	CDS	591				hypothetical protein
PCGOOAAK_02354	CDS	1236				hypothetical protein
PCGOOAAK_02355	CDS	1638				hypothetical protein
PCGOOAAK_02356	CDS	939	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
PCGOOAAK_02357	CDS	633	thiE_1	2.5.1.3		Thiamine-phosphate synthase
PCGOOAAK_02358	CDS	132				hypothetical protein
PCGOOAAK_02359	CDS	3258	susC_9			TonB-dependent receptor SusC
PCGOOAAK_02360	CDS	1950				SusD-like protein P25
PCGOOAAK_02361	CDS	1824				hypothetical protein
PCGOOAAK_02362	CDS	1644				hypothetical protein
PCGOOAAK_02363	CDS	1611				hypothetical protein
PCGOOAAK_02364	CDS	1488				hypothetical protein
PCGOOAAK_02365	CDS	1569	pehX	3.2.1.82		Exo-poly-alpha-D-galacturonosidase
PCGOOAAK_02366	CDS	1443	uxaB_2	1.1.1.58	COG0246	Altronate oxidoreductase
PCGOOAAK_02367	CDS	1503	uxaA_2	4.2.1.7	COG2721	Altronate dehydratase
PCGOOAAK_02368	CDS	4434	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
PCGOOAAK_02369	CDS	1281	axe7A	3.1.1.-	COG3458	Acetyl esterase Axe7A
PCGOOAAK_02370	CDS	1749				hypothetical protein
PCGOOAAK_02371	CDS	1227	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
PCGOOAAK_02372	CDS	1434				hypothetical protein
PCGOOAAK_02373	CDS	279				hypothetical protein
PCGOOAAK_02374	CDS	1557				hypothetical protein
PCGOOAAK_02375	CDS	867				hypothetical protein
PCGOOAAK_02376	CDS	444				hypothetical protein
PCGOOAAK_02377	CDS	2082				hypothetical protein
PCGOOAAK_02378	CDS	720				hypothetical protein
PCGOOAAK_02379	CDS	477				hypothetical protein
PCGOOAAK_02380	CDS	954				hypothetical protein
PCGOOAAK_02381	CDS	921				hypothetical protein
PCGOOAAK_02382	CDS	1803				hypothetical protein
PCGOOAAK_02383	CDS	567				hypothetical protein
PCGOOAAK_02384	CDS	471				hypothetical protein
PCGOOAAK_02385	CDS	1590				hypothetical protein
PCGOOAAK_02386	CDS	171				hypothetical protein
PCGOOAAK_02387	CDS	2106				hypothetical protein
PCGOOAAK_02388	CDS	897				hypothetical protein
PCGOOAAK_02389	CDS	990	rhaR_10			HTH-type transcriptional activator RhaR
PCGOOAAK_02390	CDS	435				hypothetical protein
PCGOOAAK_02391	CDS	1050	ycjY		COG1073	putative protein YcjY
PCGOOAAK_02392	CDS	588				hypothetical protein
PCGOOAAK_02393	CDS	828				hypothetical protein
PCGOOAAK_02394	CDS	1170				hypothetical protein
PCGOOAAK_02395	CDS	1188				hypothetical protein
PCGOOAAK_02396	CDS	171				hypothetical protein
PCGOOAAK_02397	CDS	2100				hypothetical protein
PCGOOAAK_02398	CDS	861				hypothetical protein
PCGOOAAK_02399	CDS	1152	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
PCGOOAAK_02400	CDS	1701	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PCGOOAAK_02401	CDS	777	thiG	2.8.1.10	COG2022	Thiazole synthase
PCGOOAAK_02402	CDS	642	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
PCGOOAAK_02403	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
PCGOOAAK_02404	CDS	669				hypothetical protein
PCGOOAAK_02405	CDS	840	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCGOOAAK_02406	CDS	963				hypothetical protein
PCGOOAAK_02407	CDS	507			COG0716	Flavodoxin 1
PCGOOAAK_02408	CDS	360				hypothetical protein
PCGOOAAK_02409	CDS	411	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
PCGOOAAK_02410	CDS	393	ybaN		COG2832	Inner membrane protein YbaN
PCGOOAAK_02411	CDS	1005	menF_1	5.4.4.2		Isochorismate synthase MenF
PCGOOAAK_02412	CDS	594				hypothetical protein
PCGOOAAK_02413	CDS	1005	pdxY	2.7.1.35		Pyridoxal kinase PdxY
PCGOOAAK_02414	CDS	477	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
PCGOOAAK_02415	CDS	159				hypothetical protein
PCGOOAAK_02416	CDS	93				hypothetical protein
PCGOOAAK_02417	CDS	4821	rep	3.6.4.12		ATP-dependent DNA helicase Rep
PCGOOAAK_02418	CDS	1317	dbpA_2	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
PCGOOAAK_02419	CDS	1071	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
PCGOOAAK_02420	CDS	924	pdxB_2	1.1.1.290		Erythronate-4-phosphate dehydrogenase
PCGOOAAK_02421	CDS	207				hypothetical protein
PCGOOAAK_02422	CDS	1248				hypothetical protein
PCGOOAAK_02423	CDS	1497	atsA_4	3.1.6.1	COG3119	Arylsulfatase
PCGOOAAK_02424	CDS	603	yigZ		COG1739	IMPACT family member YigZ
PCGOOAAK_02425	CDS	1038				hypothetical protein
PCGOOAAK_02426	CDS	729				hypothetical protein
PCGOOAAK_02427	CDS	609				hypothetical protein
PCGOOAAK_02428	CDS	2577				hypothetical protein
PCGOOAAK_02429	CDS	624				hypothetical protein
PCGOOAAK_02430	CDS	642	rnd	3.1.13.5		Ribonuclease D
PCGOOAAK_02431	CDS	1188	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
PCGOOAAK_02432	CDS	456				hypothetical protein
PCGOOAAK_02433	CDS	1410				hypothetical protein
PCGOOAAK_02434	CDS	432				hypothetical protein
PCGOOAAK_02435	CDS	1500				hypothetical protein
PCGOOAAK_02436	CDS	1167	xerC_12			Tyrosine recombinase XerC
PCGOOAAK_02437	CDS	1809	ltrA_3		COG3344	Group II intron-encoded protein LtrA
PCGOOAAK_02438	CDS	360				hypothetical protein
PCGOOAAK_02439	CDS	312				hypothetical protein
PCGOOAAK_02440	CDS	294				hypothetical protein
PCGOOAAK_02441	CDS	252				hypothetical protein
PCGOOAAK_02442	CDS	993				hypothetical protein
PCGOOAAK_02443	CDS	411				hypothetical protein
PCGOOAAK_02444	CDS	1284				hypothetical protein
PCGOOAAK_02445	CDS	327				hypothetical protein
PCGOOAAK_02446	CDS	294				hypothetical protein
PCGOOAAK_02447	CDS	267				hypothetical protein
PCGOOAAK_02448	CDS	180				hypothetical protein
PCGOOAAK_02449	CDS	276				hypothetical protein
PCGOOAAK_02450	CDS	387				hypothetical protein
PCGOOAAK_02451	CDS	198				hypothetical protein
PCGOOAAK_02452	CDS	1953				hypothetical protein
PCGOOAAK_02453	CDS	444				hypothetical protein
PCGOOAAK_02454	CDS	585				hypothetical protein
PCGOOAAK_02455	CDS	921				hypothetical protein
PCGOOAAK_02456	CDS	1281				hypothetical protein
PCGOOAAK_02457	CDS	300				hypothetical protein
PCGOOAAK_02458	CDS	624				hypothetical protein
PCGOOAAK_02459	CDS	1050				hypothetical protein
PCGOOAAK_02460	CDS	621				hypothetical protein
PCGOOAAK_02461	CDS	315				hypothetical protein
PCGOOAAK_02462	CDS	2496				hypothetical protein
PCGOOAAK_02463	CDS	324				hypothetical protein
PCGOOAAK_02464	CDS	303				hypothetical protein
PCGOOAAK_02465	CDS	741				hypothetical protein
PCGOOAAK_02466	CDS	420				hypothetical protein
PCGOOAAK_02467	CDS	423				hypothetical protein
PCGOOAAK_02468	CDS	753				hypothetical protein
PCGOOAAK_02469	CDS	423				hypothetical protein
PCGOOAAK_02470	CDS	1146				hypothetical protein
PCGOOAAK_02471	CDS	1164				hypothetical protein
PCGOOAAK_02472	CDS	1818	ltrA_4		COG3344	Group II intron-encoded protein LtrA
PCGOOAAK_02473	CDS	1014				hypothetical protein
PCGOOAAK_02474	CDS	282				hypothetical protein
PCGOOAAK_02475	CDS	396				hypothetical protein
PCGOOAAK_02476	CDS	387				hypothetical protein
PCGOOAAK_02477	CDS	624				hypothetical protein
PCGOOAAK_02478	CDS	591				hypothetical protein
PCGOOAAK_02479	CDS	951				hypothetical protein
PCGOOAAK_02480	CDS	495				hypothetical protein
PCGOOAAK_02481	CDS	342				hypothetical protein
PCGOOAAK_02482	CDS	453				hypothetical protein
PCGOOAAK_02483	CDS	516				hypothetical protein
PCGOOAAK_02484	CDS	852				hypothetical protein
PCGOOAAK_02485	CDS	894				hypothetical protein
PCGOOAAK_02486	CDS	492				hypothetical protein
PCGOOAAK_02487	CDS	423				hypothetical protein
PCGOOAAK_02488	CDS	369				hypothetical protein
PCGOOAAK_02489	CDS	690				hypothetical protein
PCGOOAAK_02490	CDS	513				hypothetical protein
PCGOOAAK_02491	CDS	435				hypothetical protein
PCGOOAAK_02492	CDS	990				hypothetical protein
PCGOOAAK_02493	CDS	555				hypothetical protein
PCGOOAAK_02494	CDS	600				hypothetical protein
PCGOOAAK_02495	CDS	675				hypothetical protein
PCGOOAAK_02496	CDS	897				hypothetical protein
PCGOOAAK_02497	CDS	588				hypothetical protein
PCGOOAAK_02498	CDS	531				hypothetical protein
PCGOOAAK_02499	CDS	1119	xerC_13			Tyrosine recombinase XerC
PCGOOAAK_02500	CDS	1458				hypothetical protein
PCGOOAAK_02501	CDS	216				hypothetical protein
PCGOOAAK_02502	CDS	2100	topB_4	5.6.2.1	COG0550	DNA topoisomerase 3
PCGOOAAK_02503	CDS	450				hypothetical protein
PCGOOAAK_02504	CDS	6123				hypothetical protein
PCGOOAAK_02505	CDS	1014	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
PCGOOAAK_02506	CDS	327				hypothetical protein
PCGOOAAK_02507	CDS	312				hypothetical protein
PCGOOAAK_02508	CDS	861				hypothetical protein
PCGOOAAK_02509	CDS	858				hypothetical protein
PCGOOAAK_02510	CDS	330		5.1.3.29		L-fucose mutarotase
PCGOOAAK_02511	CDS	1323	ugd_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
PCGOOAAK_02512	CDS	2844				hypothetical protein
PCGOOAAK_02513	CDS	948				hypothetical protein
PCGOOAAK_02514	CDS	1980				hypothetical protein
PCGOOAAK_02515	CDS	1455				hypothetical protein
PCGOOAAK_02516	CDS	534				hypothetical protein
PCGOOAAK_02517	CDS	1293				hypothetical protein
PCGOOAAK_02518	CDS	141				hypothetical protein
PCGOOAAK_02519	CDS	564				hypothetical protein
PCGOOAAK_02520	CDS	3189				hypothetical protein
PCGOOAAK_02521	CDS	1902				hypothetical protein
PCGOOAAK_02522	CDS	498				hypothetical protein
PCGOOAAK_02523	CDS	1332	ugd_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
PCGOOAAK_02524	CDS	1146	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
PCGOOAAK_02525	CDS	912	rmlD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
PCGOOAAK_02526	CDS	564	rfbC_2	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
PCGOOAAK_02527	CDS	906	rffH_2	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
PCGOOAAK_02528	CDS	1137				hypothetical protein
PCGOOAAK_02529	CDS	159	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PCGOOAAK_02530	CDS	378				hypothetical protein
PCGOOAAK_02531	CDS	897				hypothetical protein
PCGOOAAK_02532	CDS	1116	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
PCGOOAAK_02533	CDS	1212				hypothetical protein
PCGOOAAK_02534	CDS	1197	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PCGOOAAK_02535	CDS	1353				hypothetical protein
PCGOOAAK_02536	CDS	1437	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
PCGOOAAK_02537	CDS	957				hypothetical protein
PCGOOAAK_02538	CDS	2445				hypothetical protein
PCGOOAAK_02539	CDS	798				hypothetical protein
PCGOOAAK_02540	CDS	399				hypothetical protein
PCGOOAAK_02541	CDS	270				hypothetical protein
PCGOOAAK_02542	CDS	636				hypothetical protein
PCGOOAAK_02543	CDS	1323	dnaC_1	3.6.4.12	COG0305	Replicative DNA helicase
